JVSITEID;txtMS;dtmPlan;dtmForecast;dtmActual;
JS9920;MS13;2007-12-18;2007-08-27;2007-08-27;
JS9920;MS15;2008-01-01;2007-08-29;2007-08-29;
JS9920;MS10;2007-10-23;2007-05-31;2007-05-31;
JP9215;MS13;2007-08-10;2007-10-08;2007-10-08;
JP9215;MS15;2007-08-24;2007-11-06;2007-11-06;
JP9215;MS10;2007-06-01;2007-05-21;2007-05-21;
JP9215;MS11;2007-06-15;2007-05-21;2007-05-21;
JP9216;MS11;2007-06-15;2007-01-24;2007-01-24;
JP9216;MS18;2007-07-13;2007-03-30;2007-03-30;
JP9216;MS10;2007-06-01;2006-12-21;2006-12-21;
JP9216;MS05;2007-01-04;2006-12-21;2006-12-21;
JS6012;MS10;2008-04-28;2010-03-31;2010-03-31;
JS6012;MS18;2008-06-09;2010-05-31;2010-05-31;
JS6012;MS15;2010-09-01;2010-12-03;2010-12-03;
JM9648;MS10;2007-08-22;2007-06-01;2007-06-01;
JS9928;MS13;2007-10-25;2007-01-16;2007-01-16;
JM9691;MS13;2007-09-21;2008-03-29;2008-03-29;
JM9691;MS05;2007-06-06;2007-05-25;2007-05-25;
JM9691;MS10;2007-08-09;2007-08-31;2007-08-31;
JM9691;MS11;2007-08-24;2007-09-28;2007-09-28;
JC9053;MS10;2007-09-05;2007-08-15;2007-08-15;
JC9053;MS15;2007-11-01;2009-01-19;2009-01-19;
JC9055;MS05;2007-07-03;2007-07-06;2007-07-06;
JC9055;MS11;2007-12-27;2007-08-31;2007-08-31;
JC9055;MS18;2008-01-10;2007-11-23;2007-11-23;
JC9057;MS10;2007-09-05;2007-08-15;2007-08-15;
JC9057;MS11;2007-09-20;2007-08-31;2007-08-31;
JC9060;MS13;2007-10-18;2008-09-26;2008-09-26;
JC9060;MS05;2007-07-03;2007-07-06;2007-07-06;
JC9060;MS10;2007-09-05;2007-12-07;2007-12-07;
JC9060;MS18;2007-10-04;2008-01-24;2008-01-25;
JC9060;MS15;2007-11-01;2008-10-07;2008-10-07;
JS9952;MS10;2008-01-02;2011-06-30;;
JS9952;MS11;2008-01-17;2011-06-30;;
JS9952;MS15;2008-02-28;2011-11-04;;
JS9964;MS13;2007-10-25;2008-04-04;2008-04-04;
JS9964;MS11;2007-09-27;2007-10-17;2007-10-17;
JS9965;MS13;2007-09-27;2008-04-08;2008-04-08;
JS9965;MS10;2007-08-15;2007-10-05;2007-10-05;
JS9965;MS11;2007-08-30;2007-10-17;2007-10-17;
JS9965;MS15;2007-10-11;2008-07-01;2008-07-01;
JS9966;MS13;2007-10-25;2009-06-04;2009-06-04;
JS9966;MS11;2007-09-27;2007-10-17;2007-10-17;
JS9966;MS15;2007-11-08;2009-07-31;2009-07-31;
JS9967;MS11;2007-09-13;2007-12-21;2007-12-21;
JS9968;MS05;2007-06-12;2007-07-06;2007-07-06;
JS9968;MS18;2007-09-13;2007-10-14;2007-10-14;
JM9682;MS05;2007-06-20;2007-06-26;2007-06-22;
JM9682;MS10;2007-09-06;2007-10-20;2007-10-15;
JM9682;MS11;2007-09-21;2007-12-05;2007-12-03;
JM9682;MS18;2007-10-05;2007-12-17;2007-12-07;
JM9684;MS05;2007-06-20;2007-06-28;2007-06-28;
JM9684;MS10;2007-08-23;2007-09-30;2007-09-30;
JM9684;MS11;2007-09-07;2007-10-15;2007-10-15;
JM9684;MS15;2007-10-19;2008-03-31;2008-03-31;
JM9694;MS13;2007-09-21;2008-03-29;2008-03-29;
JM9694;MS05;2007-06-06;2007-05-25;2007-05-25;
JM9695;MS15;2007-10-05;2008-04-29;2008-04-29;
JM9703;MS10;2007-08-27;2007-08-31;2007-08-31;
JM9703;MS11;2007-09-11;2007-09-24;2007-09-24;
JM9703;MS18;2007-09-25;2007-09-25;2007-09-25;
JS9974;MS10;2007-08-08;2007-08-23;2007-08-23;
JS9975;MS13;2007-09-20;2008-02-20;2008-02-20;
JS9976;MS05;2007-06-05;2007-07-06;2007-07-04;
JS9976;MS11;2007-08-23;2007-09-07;2007-08-31;
JS9976;MS18;2007-09-06;2007-10-12;2007-10-12;
JS9976;MS15;2007-10-04;2008-12-18;2008-12-18;
JS9977;MS13;2007-09-20;2008-03-20;2008-03-20;
JS9977;MS05;2007-06-05;2007-07-06;2007-07-04;
JS9977;MS15;2007-10-04;2008-04-15;2008-04-15;
JS9978;MS05;2007-06-05;2007-07-06;2007-07-06;
JS9978;MS11;2007-09-06;2008-08-18;2008-08-18;
JS9987;MS05;2007-06-26;2007-07-06;2007-07-04;
JS9987;MS18;2007-09-27;2007-11-02;2007-11-02;
JS9992;MS11;2007-09-13;2007-10-17;2007-10-17;
JS9993;MS05;2007-06-26;2007-07-06;2007-07-06;
JS9993;MS10;2007-08-29;2007-10-05;2007-10-05;
JS9993;MS18;2007-09-27;2007-10-31;2007-10-31;
JS9993;MS15;2007-10-25;2008-04-26;2008-04-26;
JB9393;MS13;2008-02-01;2009-08-24;2009-08-24;
JB9393;MS05;2007-07-11;2007-07-17;2007-07-17;
JB9393;MS18;2008-01-18;2007-11-12;2007-11-12;
JB9393;MS15;2008-02-15;2009-12-14;2009-12-14;
JS9093;MS11;2005-03-14;2005-03-14;2005-03-14;
JS9093;MS18;2005-03-21;2005-03-21;2005-03-21;
JS9266;MS11;2005-06-08;2005-06-08;2005-06-08;
JS9266;MS05;2004-12-24;2004-12-24;2004-12-24;
JS9281;MS05;2004-12-24;2004-12-24;2004-12-24;
JS9039;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9039;MS18;2005-04-29;2005-04-29;2005-04-29;
JS9077;MS13;2005-05-20;2005-05-20;2005-05-20;
JS9077;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9077;MS18;2005-05-13;2005-05-11;2005-05-13;
JS9081;MS13;2005-05-27;2005-05-27;2005-05-27;
JS9081;MS11;2005-04-28;2005-04-28;2005-04-28;
JS9041;MS11;2005-03-04;2005-03-04;2005-03-04;
JS9041;MS18;2005-03-18;2005-03-18;2005-03-18;
JS9099;MS13;2005-07-29;2005-07-29;2005-07-29;
JS9099;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9099;MS10;2005-06-14;2005-06-14;2005-06-14;
JS9099;MS11;2005-07-15;2005-07-15;2005-07-15;
JS9045;MS05;2005-02-18;2005-02-18;2005-02-18;
JS9045;MS15;2005-08-23;2005-08-25;2005-08-23;
JS9168;MS15;2005-08-26;2005-08-26;2005-08-26;
JS9168;MS05;2005-01-31;2005-01-31;2005-01-31;
JS9168;MS10;2005-05-10;2005-05-10;2005-05-10;
JS9168;MS11;2005-05-10;2005-05-13;2005-05-10;
JM9014;MS13;2005-07-13;2005-07-13;2005-07-13;
JM9014;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9047;MS15;2005-08-09;2005-08-09;2005-08-09;
JM9047;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9047;MS10;2005-02-25;2005-02-25;2005-02-25;
JM9031;MS15;2005-08-26;2005-08-25;2005-08-26;
JM9031;MS13;2005-07-15;2005-07-15;2005-07-15;
JM9031;MS05;2004-11-10;2004-11-10;2004-11-10;
JM9031;MS10;2005-06-10;2005-06-10;2005-06-10;
JM9031;MS11;2005-06-17;2005-06-17;2005-06-17;
JM9011;MS05;2004-11-11;2004-11-11;2004-11-11;
JM9011;MS11;2005-06-10;2005-06-10;2005-06-10;
JM9024;MS18;2005-03-04;2005-03-04;2005-03-04;
JM9036;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9036;MS05;2004-11-19;2004-11-19;2004-11-19;
JP9201;MS15;2007-01-15;2007-03-29;2007-03-29;
JA9172;MS11;2007-08-07;2008-05-31;2008-05-31;
JA9173;MS13;2007-05-14;2007-06-15;2007-06-15;
JA9173;MS15;2007-05-28;2007-06-29;2007-06-29;
JA9173;MS11;2007-04-02;2007-04-30;2007-04-30;
JA9182;MS10;2007-03-19;2006-12-22;2006-12-22;
JA9182;MS11;2007-04-02;2007-01-09;2007-01-15;
JA9183;MS18;2007-04-30;2008-11-04;2008-11-04;
JA9183;MS13;2007-05-14;2009-03-24;2009-03-24;
JA9183;MS15;2007-05-28;2009-04-16;2009-04-16;
JA9184;MS13;2007-05-14;2007-08-28;2007-08-28;
JA9184;MS05;2006-10-20;2006-10-27;2006-10-27;
JA9185;MS18;2007-04-30;2007-03-16;2007-03-16;
JA9185;MS15;2007-05-28;2007-03-29;2007-03-29;
JA9185;MS10;2007-03-19;2007-03-27;2007-03-27;
JA9185;MS11;2007-04-02;2007-03-10;2007-03-10;
JS9179;MS13;2005-02-16;2005-02-16;2005-02-16;
JS9183;MS15;2005-07-11;2005-07-11;2005-07-11;
JS9183;MS18;2005-06-23;2005-06-23;2005-06-23;
JS9184;MS10;2005-02-25;2005-03-15;2005-02-25;
JS9184;MS11;2005-03-07;2005-03-07;2005-03-07;
JS9185;MS10;2005-02-25;2005-03-04;2005-02-25;
JS9185;MS11;2005-03-07;2005-03-07;2005-03-07;
JM9009;MS05;2004-10-19;2004-10-19;2004-10-19;
JM9010;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9013;MS15;2005-08-15;2005-08-15;2005-08-15;
JM9015;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9019;MS13;2005-07-07;2005-07-07;2005-07-07;
JM9019;MS10;2005-02-25;2005-02-25;2005-02-25;
JM9019;MS11;2005-04-22;2005-04-22;2005-04-22;
JM9019;MS18;2005-05-20;2005-05-20;2005-05-20;
JM9022;MS15;2005-07-11;2005-07-11;2005-07-11;
JM9022;MS05;2004-10-26;2004-10-26;2004-10-26;
JM9025;MS13;2005-04-22;2005-04-22;2005-04-22;
JM9028;MS15;2005-06-30;2005-06-30;2005-06-30;
JM9028;MS13;2005-06-24;2005-06-24;2005-06-24;
JM9028;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9028;MS10;2005-03-24;2005-03-24;2005-03-24;
JM9028;MS11;2005-04-01;2005-04-01;2005-04-01;
JM9028;MS18;2005-04-15;2005-04-15;2005-04-15;
JM9030;MS13;2005-07-06;2005-07-06;2005-07-06;
JM9030;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9030;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9030;MS11;2005-02-25;2005-02-25;2005-02-25;
JM9035;MS15;2005-07-27;2005-07-27;2005-07-27;
JM9035;MS18;2005-06-07;2005-06-07;2005-06-07;
JM9037;MS13;2005-05-20;2005-05-20;2005-05-20;
JM9037;MS05;2004-10-28;2004-11-16;2004-10-28;
JM9037;MS15;2005-06-07;2005-06-07;2005-06-07;
JM9049;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9049;MS18;2005-05-06;2005-05-06;2005-05-06;
JM9050;MS15;2005-06-27;2005-06-27;2005-06-27;
JM9050;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9055;MS18;2005-05-27;2005-05-27;2005-05-27;
JM9056;MS18;2005-03-04;2005-03-04;2005-03-04;
JM9057;MS11;2005-03-04;2005-03-04;2005-03-04;
JM9057;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9059;MS15;2005-06-22;2005-06-22;2005-06-22;
JM9059;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9059;MS10;2005-03-31;2005-03-31;2005-03-31;
JM9069;MS13;2005-05-25;2005-05-25;2005-05-25;
JM9069;MS11;2005-03-11;2005-03-11;2005-03-11;
JM9073;MS15;2005-08-04;2005-08-04;2005-08-04;
JM9073;MS05;2004-10-26;2004-10-26;2004-10-26;
JM9073;MS11;2005-05-13;2005-05-13;2005-05-13;
JA9186;MS13;2011-11-09;2011-06-30;;
JA9187;MS18;2007-04-30;2007-06-23;2007-06-23;
JA9187;MS15;2007-05-28;2008-09-18;2008-09-18;
JA9187;MS05;2006-10-20;2006-11-06;2006-11-06;
JA9188;MS18;2007-05-28;2007-03-16;2007-03-16;
JA9188;MS10;2007-04-16;2007-03-15;2007-03-15;
JA9188;MS05;2006-11-03;2006-10-27;2006-10-27;
JS9876;MS13;2007-01-08;2007-03-23;2007-03-23;
JS9876;MS10;2006-11-24;2006-10-13;2006-10-13;
JS9876;MS11;2006-12-11;2006-10-20;2006-10-20;
JS9876;MS18;2006-12-25;2006-10-27;2006-10-27;
JS9878;MS05;2006-09-07;2006-08-31;2006-08-31;
JS9878;MS10;2006-11-24;2006-10-09;2006-10-09;
JS9878;MS18;2006-12-25;2006-11-02;2006-11-02;
JS9878;MS15;2007-01-22;2007-03-26;2007-03-26;
JS9879;MS11;2007-04-09;2007-01-19;2007-01-19;
JS9881;MS10;2006-12-08;2006-10-13;2006-10-13;
JS9881;MS15;2007-02-05;2007-03-26;2007-03-26;
JS9906;MS13;2006-12-25;2007-03-22;2007-03-22;
JS9906;MS11;2006-11-27;2006-10-20;2006-10-20;
JS9897;MS11;2008-01-14;2009-04-01;2009-04-01;
JS9897;MS18;2008-05-04;2009-04-09;2009-04-09;
JS9898;MS18;2007-03-14;2007-04-30;2007-04-30;
JS9898;MS13;2007-03-28;2007-05-22;2007-05-22;
JS9898;MS10;2007-01-31;2007-03-23;2007-03-23;
JS9898;MS05;2006-11-07;2006-11-07;2006-11-07;
JS9899;MS13;2007-07-11;2007-09-04;2007-09-04;
JS9899;MS10;2007-05-16;2007-04-30;2007-04-30;
JS9900;MS10;2008-03-31;2009-04-22;2009-04-22;
JS9900;MS13;2008-11-11;2009-10-27;2009-10-27;
JS9902;MS05;2006-11-14;2006-11-10;2006-11-10;
JS9907;MS10;2007-02-16;2006-10-20;2006-10-20;
JS9907;MS11;2007-03-05;2007-01-15;2007-01-15;
JS9907;MS15;2007-04-16;2007-03-26;2007-03-26;
JS9903;MS13;2007-06-06;2007-07-02;2007-07-02;
JS9903;MS10;2007-04-11;2007-03-30;2007-03-30;
JS9904;MS13;2007-08-02;2007-05-15;2007-05-15;
JS9904;MS15;2007-08-16;2007-05-18;2007-05-18;
JS9904;MS10;2007-06-07;2007-03-02;2007-03-02;
JS9904;MS05;2006-11-14;2006-11-14;2006-11-14;
JP9186;MS18;2007-07-17;2007-06-28;2007-06-28;
JP9186;MS15;2007-08-14;2008-01-18;2008-01-18;
JP9186;MS10;2007-06-05;2007-05-30;2007-05-30;
JM9635;MS05;2006-09-19;2006-09-06;2006-09-06;
JM9635;MS11;2006-12-07;2006-10-27;2006-10-27;
JM9637;MS13;2007-01-04;2007-03-23;2007-03-23;
JM9637;MS05;2006-09-19;2006-09-06;2006-09-06;
JM9637;MS11;2006-12-07;2006-10-27;2006-10-27;
JM9638;MS11;2006-12-21;2006-11-27;2006-11-27;
JM9638;MS18;2007-01-04;2006-12-01;2006-12-01;
JM9639;MS05;2006-09-19;2006-09-06;2006-09-08;
JM9639;MS10;2006-12-06;2006-12-22;2006-12-22;
Jm9640;MS05;2006-09-19;2006-09-06;2006-09-08;
Jm9640;MS18;2007-03-29;2007-03-16;2007-03-16;
JM9641;MS13;2007-01-18;2007-03-29;2007-03-29;
JM9075;MS15;2005-07-08;2005-07-08;2005-07-08;
JM9075;MS13;2005-07-01;2005-07-01;2005-07-01;
JM9075;MS11;2005-04-05;2005-04-05;2005-04-05;
JM9078;MS15;2005-06-08;2005-06-08;2005-06-08;
JM9078;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9079;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9079;MS11;2005-02-18;2005-02-18;2005-02-18;
JM9084;MS15;2005-08-27;2005-08-27;2005-08-27;
JM9084;MS13;2005-04-22;2005-04-22;2005-04-22;
JM9084;MS11;2005-04-04;2005-04-04;2005-04-04;
JM9088;MS15;2005-05-18;2005-05-20;2005-05-18;
JM9088;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9088;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9093;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9093;MS11;2005-02-22;2005-02-22;2005-02-22;
JM9093;MS18;2005-03-11;2005-03-11;2005-03-11;
JM9095;MS15;2005-08-26;2005-08-26;2005-08-26;
JM9098;MS15;2005-07-07;2005-07-07;2005-07-07;
JM9098;MS18;2005-03-24;2005-03-24;2005-03-24;
JM9101;MS15;2005-08-01;2005-08-01;2005-08-01;
JM9101;MS11;2005-03-17;2005-03-17;2005-03-17;
JM9106;MS15;2005-06-01;2005-06-01;2005-06-01;
JM9106;MS13;2005-05-20;2005-05-20;2005-05-20;
JM9106;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9106;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9106;MS18;2005-02-25;2005-02-25;2005-02-25;
JM9107;MS15;2005-05-06;2005-05-06;2005-05-06;
JM9107;MS11;2005-01-28;2005-01-28;2005-01-28;
JM9107;MS18;2005-02-18;2005-02-18;2005-02-18;
JM9110;MS15;2005-07-14;2005-07-14;2005-07-14;
JM9113;MS05;2004-12-03;2004-12-03;2004-12-03;
JM9113;MS11;2005-04-15;2005-04-15;2005-04-15;
JM9122;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9123;MS13;2005-07-15;2005-07-15;2005-07-15;
JM9123;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9123;MS11;2005-06-03;2005-06-03;2005-06-03;
JM9127;MS10;2005-03-18;2005-03-21;2005-03-18;
JS9198;MS18;2005-11-28;2005-11-28;2005-11-28;
JS9198;MS13;2005-11-30;2005-11-30;2005-11-30;
JS9231;MS11;2005-09-26;2005-09-26;2005-09-26;
JS9231;MS05;2005-05-18;2005-05-18;2005-05-18;
JS9242;MS10;2005-10-14;2005-10-14;2005-10-14;
JS9242;MS05;2005-03-04;2005-03-04;2005-03-04;
JS9212;MS11;2005-07-04;2005-07-04;2005-07-04;
JS9212;MS15;2005-09-13;2005-09-14;2005-09-13;
JS9212;MS10;2005-06-24;2005-06-24;2005-06-24;
JS9119;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9119;MS11;2005-03-29;2005-03-29;2005-03-29;
JM9423;MS18;2006-06-16;2006-06-30;2006-06-30;
JM9423;MS15;2006-08-08;2006-11-08;2006-11-08;
JM9423;MS05;2005-03-24;2005-03-24;2005-03-24;
JP9187;MS13;2007-07-09;2009-05-18;2009-05-18;
JP9187;MS15;2007-07-23;2009-07-30;2009-07-30;
JP9188;MS11;2007-06-22;2007-07-11;2007-07-11;
JP9199;MS15;2007-06-18;2007-03-28;2007-03-29;
JP9200;MS13;2007-08-10;2007-12-04;2007-12-04;
JP9198;MS15;2007-07-23;2008-02-06;2008-02-06;
JP9206;MS11;2007-06-01;2007-05-30;2007-05-30;
JP9206;MS05;2006-12-22;2006-12-22;2006-12-22;
JP9207;MS13;2007-07-09;2008-06-30;2008-06-30;
JP9209;MS11;2007-05-28;2007-06-01;2007-06-01;
JP9209;MS18;2007-06-25;2007-06-29;2007-06-29;
JP9209;MS13;2007-07-09;2008-03-27;2008-03-27;
JP9209;MS05;2006-11-24;2007-03-12;2007-03-12;
JP9210;MS13;2007-07-09;2009-10-23;2009-10-23;
JP9210;MS10;2007-05-14;2009-04-24;2009-04-24;
JP9190;MS11;2007-06-19;2009-04-24;2009-04-24;
JP9190;MS18;2007-07-17;2009-06-26;2009-06-26;
JS9259;MS10;2010-07-15;2010-06-30;2010-06-30;
JS9286;MS10;2007-11-30;2007-11-16;2007-11-16;
JS9263;MS15;2008-05-20;2009-11-24;2009-11-24;
JS9493;MS13;2006-10-17;2007-03-14;2007-03-14;
JS9493;MS10;2006-09-04;2007-02-23;2007-02-23;
JS9493;MS11;2006-09-19;2007-02-27;2007-02-27;
JS9603;MS18;2008-04-18;2008-03-26;2008-03-26;
JS9889;MS11;2007-02-15;2007-01-24;2007-01-24;
JS9920;MS11;2007-11-06;2007-06-12;2007-06-12;
JS9920;MS05;2007-02-02;2006-12-20;2006-12-20;
JP9216;MS13;2007-08-02;2007-08-10;2007-08-10;
JS6012;MS13;2010-08-13;2010-09-03;2010-09-03;
JS6012;MS05;2007-11-30;2009-11-24;2009-11-24;
JM9648;MS13;2007-10-04;2008-03-20;2008-03-20;
JM9648;MS18;2007-09-20;2007-06-28;2007-06-28;
JS9928;MS15;2007-11-08;2007-01-16;2007-01-16;
JS9928;MS05;2006-12-01;2007-01-16;2007-01-16;
JS9928;MS11;2007-09-27;2007-01-16;2007-01-16;
JS9928;MS18;2007-10-11;2007-01-16;2007-01-16;
JM9691;MS15;2007-10-05;2008-05-12;2008-05-12;
JC9053;MS05;2007-07-03;2007-07-06;2007-07-06;
JC9053;MS11;2007-09-20;2007-08-30;2007-08-30;
JC9053;MS18;2007-10-04;2007-12-17;2007-12-17;
JC9055;MS15;2008-02-07;2008-12-18;2008-12-18;
JC9057;MS05;2007-07-03;2007-07-06;2007-07-06;
JC9060;MS11;2007-09-20;2007-12-07;2007-12-07;
JS9952;MS18;2008-01-31;2011-09-30;;
JS9963;MS13;2007-10-11;2008-04-08;2008-04-08;
JS9963;MS10;2007-08-29;2007-08-31;2007-08-31;
JS9963;MS11;2007-09-13;2007-08-31;2007-08-31;
JS9963;MS15;2007-10-25;2008-04-24;2008-04-24;
JS9964;MS05;2007-06-12;2007-07-02;2007-07-04;
JS9964;MS10;2007-09-12;2007-10-05;2007-10-05;
JS9964;MS15;2007-11-08;2008-04-22;2008-04-22;
JS9965;MS18;2007-09-13;2007-11-12;2007-11-12;
JS9966;MS05;2007-06-12;2007-07-06;2007-07-06;
JS9967;MS13;2007-10-11;2009-06-11;2009-06-11;
JS9967;MS10;2007-08-29;2007-12-17;2007-12-17;
JS9967;MS18;2007-09-27;2008-02-20;2008-02-20;
JS9967;MS15;2007-10-25;2009-08-18;2009-08-18;
JS9968;MS10;2007-08-15;2007-08-31;2007-08-31;
JS9968;MS11;2007-08-30;2007-09-17;2007-08-31;
JS9968;MS15;2007-10-11;2008-08-26;2008-08-26;
JM9682;MS15;2007-11-02;2008-04-28;2008-04-28;
JM9694;MS18;2007-09-07;2007-10-22;2007-10-22;
JM9694;MS15;2007-10-05;2008-04-22;2008-04-22;
JM9695;MS05;2007-06-06;2007-05-24;2007-05-24;
JM9695;MS11;2007-08-24;2007-09-19;2007-09-19;
JM9702;MS13;2007-09-25;2008-03-30;2008-03-30;
JM9702;MS05;2007-06-08;2007-05-25;2007-05-25;
JM9702;MS11;2007-08-28;2007-09-25;2007-09-25;
JM9702;MS18;2007-09-11;2007-09-30;2007-09-30;
JM9703;MS13;2007-10-09;2008-03-29;2008-03-29;
JS9974;MS13;2007-09-20;2008-03-20;2008-03-20;
JS9974;MS05;2007-06-05;2007-07-19;2007-07-24;
JS9974;MS18;2007-09-06;2007-10-25;2007-10-25;
JS9975;MS05;2007-06-05;2007-07-06;2007-07-04;
JS9975;MS10;2007-08-08;2007-08-23;2007-08-23;
JS9975;MS18;2007-09-06;2007-10-07;2007-10-07;
JS9975;MS15;2007-10-04;2008-04-18;2008-04-18;
JS9977;MS11;2007-08-23;2007-09-07;2007-08-31;
JS9978;MS10;2007-08-22;2008-07-24;2008-07-24;
JS9978;MS15;2007-10-18;2008-10-17;2008-10-17;
JS9987;MS13;2007-10-11;2008-03-13;2008-03-13;
JS9987;MS11;2007-09-13;2007-10-17;2007-10-17;
JS9987;MS15;2007-10-25;2008-04-10;2008-04-10;
JS9992;MS13;2007-10-11;2008-03-31;2008-03-31;
JS9992;MS05;2007-06-26;2007-07-06;2007-07-06;
JS9993;MS13;2007-10-11;2008-04-11;2008-04-11;
JB9393;MS10;2007-12-20;2007-09-24;2007-09-24;
JB9394;MS13;2007-10-26;2008-03-07;2008-03-07;
JB9394;MS05;2007-07-11;2007-06-25;2007-06-25;
JS9093;MS10;2005-03-03;2005-03-03;2005-03-03;
JS9266;MS18;2005-07-21;2005-07-22;2005-07-21;
JS9281;MS11;2005-05-30;2005-05-30;2005-05-30;
JS9281;MS18;2005-07-08;2005-07-08;2005-07-08;
JS9281;MS15;2005-07-17;2005-07-17;2005-07-17;
JS9030;MS15;2005-08-20;2005-08-29;2005-08-20;
JS9030;MS13;2005-05-04;2005-05-04;2005-05-04;
JS9030;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9030;MS11;2005-03-07;2005-03-07;2005-03-07;
JS9030;MS18;2005-03-11;2005-03-11;2005-03-11;
JS9039;MS11;2005-04-18;2005-04-04;2005-04-18;
JS9039;MS15;2005-08-19;2005-08-28;2005-08-19;
JS9077;MS10;2005-03-02;2005-03-02;2005-03-02;
JS9081;MS05;2005-01-31;2005-01-31;2005-01-31;
JS9081;MS18;2005-05-12;2005-05-12;2005-05-12;
JS9081;MS15;2005-08-15;2005-08-15;2005-08-15;
JS9041;MS05;2004-11-26;2004-11-26;2004-11-26;
JS9041;MS10;2005-02-18;2005-02-18;2005-02-18;
JS9099;MS18;2005-07-18;2005-07-18;2005-07-18;
JS9045;MS10;2005-04-27;2005-04-27;2005-04-27;
JS9045;MS11;2005-05-27;2005-05-27;2005-05-27;
JS9045;MS18;2005-07-07;2005-07-08;2005-07-07;
JS9168;MS18;2005-05-25;2005-05-25;2005-05-25;
JM9014;MS15;2005-08-25;2005-08-25;2005-08-25;
JM9014;MS10;2005-06-10;2005-06-10;2005-06-10;
JM9042;MS05;2004-12-01;2004-12-01;2004-12-01;
JM9052;MS15;2005-08-28;2005-08-28;2005-08-28;
JM9052;MS05;2004-11-29;2004-11-29;2004-11-29;
JM9052;MS10;2005-03-04;2005-03-04;2005-03-04;
JM9052;MS11;2005-03-04;2005-03-04;2005-03-04;
JM9063;MS15;2005-08-24;2005-08-24;2005-08-24;
JM9063;MS18;2005-07-08;2005-07-08;2005-07-08;
JS9160;MS05;2004-11-30;2004-11-30;2004-11-30;
JS9160;MS10;2005-04-20;2005-04-20;2005-04-20;
JS9160;MS18;2005-05-24;2005-05-24;2005-05-24;
JS9171;MS11;2005-01-13;2005-01-13;2005-01-13;
JS9171;MS18;2005-02-04;2005-02-04;2005-02-04;
JB9394;MS11;2007-09-28;2007-08-17;2007-08-17;
JB9394;MS15;2007-11-09;2008-05-08;2008-05-08;
JB9404;MS13;2007-10-04;2008-05-23;2008-05-23;
JB9405;MS13;2007-11-09;2008-05-19;2008-05-19;
JB9405;MS11;2007-10-12;2007-09-07;2007-09-07;
JM9704;MS05;2007-06-08;2007-06-08;2007-06-08;
JM9704;MS15;2007-10-23;2008-04-18;2008-04-18;
JM9711;MS05;2007-06-15;2007-06-25;2007-06-25;
JM9711;MS15;2007-10-16;2008-05-01;2008-05-01;
JM9713;MS13;2007-10-16;2008-03-29;2008-03-29;
JM9713;MS10;2007-09-03;2007-08-24;2007-08-24;
JM9713;MS15;2007-10-30;2008-04-24;2008-04-24;
JM9714;MS11;2007-09-18;2007-11-15;2007-11-15;
JM9714;MS15;2007-10-30;2008-03-31;2008-03-31;
JM9719;MS13;2007-10-16;2008-03-20;2008-03-20;
JM9719;MS18;2007-10-02;2007-11-30;2007-11-11;
JM9719;MS15;2007-10-30;2008-04-23;2008-04-23;
JM9720;MS13;2007-10-19;2008-03-29;2008-03-29;
JM9720;MS15;2007-11-02;2008-03-30;2008-03-30;
JM9739;MS13;2007-10-05;2008-02-22;2008-02-22;
JM9739;MS11;2007-09-07;2007-12-20;2007-12-20;
JM9747;MS11;2007-09-11;2007-08-10;2007-08-10;
JM9747;MS15;2007-10-23;2008-03-18;2008-03-18;
JP9229;MS05;2007-06-20;2007-07-06;2007-07-06;
JP9229;MS11;2007-09-07;2007-08-23;2007-08-23;
JP9230;MS11;2007-09-07;2007-12-03;2007-12-03;
JP9231;MS15;2008-01-25;2008-09-10;2008-09-10;
JP9232;MS13;2008-01-11;2008-03-30;2008-03-30;
JP9232;MS15;2008-01-25;2008-04-18;2008-04-18;
JP9240;MS13;2007-10-19;2008-03-27;2008-03-27;
JP9240;MS05;2007-07-04;2007-07-06;2007-07-06;
JP9240;MS11;2007-09-21;2007-08-17;2007-08-17;
